0.0,64.8211,135.0039,138.3618,0.0,0.0,0.0,-0.3927,-0.0716,0.7019,1.0,0.0
0.0,64.8109,135.0016,138.31,-0.0102,-0.00229999999999,-0.0518,-0.3836,-0.0697,0.7027,1.0,0.0
0.0,64.8035,135.0,138.2715,-0.0176,-0.00389999999999,-0.0903,-0.3758,-0.0652,0.7049,1.0,0.0
0.0,64.7986,134.9994,138.244,-0.0225,-0.00449999999998,-0.1178,-0.3682,-0.0647,0.6977,1.0,0.0
0.0,64.7951,134.9991,138.2236,-0.026,-0.00479999999999,-0.1382,-0.3557,-0.0635,0.6871,1.0,0.0
0.0,64.7925,134.999,138.2086,-0.0286,-0.00489999999999,-0.1532,-0.3505,-0.0549,0.6835,1.0,0.0
0.0,64.7907,134.999,138.1974,-0.0304,-0.00489999999999,-0.1644,-0.3489,-0.0478,0.6762,1.0,0.0
0.0,64.7894,134.999,138.189,-0.0317,-0.00489999999999,-0.1728,-0.3427,-0.0396,0.6659,1.0,0.0
0.0,64.7886,134.999,138.1831,-0.0325,-0.00489999999999,-0.1787,-0.3373,-0.0337,0.6581,1.0,0.0
0.0,64.7879,134.9991,138.1787,-0.0332,-0.00479999999999,-0.1831,-0.3291,-0.0287,0.6503,1.0,0.0
0.0,64.7875,134.9991,138.1756,-0.0336,-0.00479999999999,-0.1862,-0.3203,-0.0226,0.6384,1.0,0.0
0.0,64.7872,134.9991,138.1733,-0.0339,-0.00479999999999,-0.1885,-0.3126,-0.0173,0.6268,1.0,0.0
0.0,64.787,134.9991,138.1716,-0.0341,-0.00479999999999,-0.1902,-0.3049,-0.0135,0.6131,1.0,0.0
0.0,64.7868,134.9991,138.1703,-0.0343,-0.00479999999999,-0.1915,-0.2947,-0.0108,0.6013,1.0,0.0
0.0,64.7867,134.9992,138.1693,-0.0344,-0.00469999999999,-0.1925,-0.2861,-0.0092,0.588,1.0,0.0
0.0,64.7866,134.9992,138.1684,-0.0345,-0.00469999999999,-0.1934,-0.2771,-0.0075,0.573,1.0,0.0
0.0,64.7865,134.9992,138.1677,-0.0346,-0.00469999999999,-0.1941,-0.2662,-0.0082,0.5555,1.0,0.0
